ID,material_ID,date,quantity,unit,isHoliday,isWeekend,isPayday,dayOfWeek,month,weekOfYear,year
ca54da16-7514-440c-82f8-edffb07a41f9,MAT-005,2023-01-09,107.9,M,0,0,0,0,1,2,2023
03a15050-dbd1-4621-8aef-af15d0d19219,MAT-001,2023-01-10,187.17,KG,0,0,0,1,1,2,2023
5ec0252c-c43c-4c84-afcd-4e6bf14f4169,MAT-002,2023-01-10,72.34,L,0,0,0,1,1,2,2023
b06538fc-c288-4a48-91e7-436c0688fe62,MAT-003,2023-01-10,331.35,UN,0,0,0,1,1,2,2023
5a818e5c-a9d5-4fa7-b6c2-046774ff5760,MAT-004,2023-01-10,51.63,KG,0,0,0,1,1,2,2023
b67e8ebb-109e-484c-8811-3aa6aee30325,MAT-005,2023-01-10,116.11,M,0,0,0,1,1,2,2023
20e73d57-139b-46e9-9aa3-dd39846e20ff,MAT-001,2023-01-11,193.77,KG,0,0,0,2,1,2,2023
4b0d43a9-ec9b-404d-9fc0-7c37b22abdf8,MAT-002,2023-01-11,74.42,L,0,0,0,2,1,2,2023
ef498084-0a2c-4392-81e7-67738cd538e7,MAT-003,2023-01-11,330.43,UN,0,0,0,2,1,2,2023
4a11f152-caa8-4ffb-911f-37c0170479cb,MAT-004,2023-01-11,55.24,KG,0,0,0,2,1,2,2023
2272b071-92d6-44fe-8825-e1e0cdb13443,MAT-005,2023-01-11,124.26,M,0,0,0,2,1,2,2023
64681675-0f5d-4f75-b351-8737620157ab,MAT-001,2023-01-12,205.24,KG,0,0,0,3,1,2,2023
338685cb-99b1-4f3f-9bd6-085e39b195c7,MAT-002,2023-01-12,73.69,L,0,0,0,3,1,2,2023
f19b2100-d754-4a2b-821f-e1bfc5564dc4,MAT-003,2023-01-12,369.25,UN,0,0,0,3,1,2,2023
edcf97ec-0e6d-470b-b236-448fef1490dd,MAT-004,2023-01-12,45.96,KG,0,0,0,3,1,2,2023
4f9302da-d6f1-4662-84fe-ab69500ce98e,MAT-005,2023-01-12,116.53,M,0,0,0,3,1,2,2023
2d79f99c-d2fb-48cd-9c3d-c8b9fca04c47,MAT-001,2023-01-13,223.5,KG,0,0,0,4,1,2,2023
ef5a5d11-8e41-44b1-8ad8-ea28453f41d8,MAT-002,2023-01-13,82.69,L,0,0,0,4,1,2,2023
7b5258a6-3c18-46ca-8c61-3e025e12f492,MAT-003,2023-01-13,354.78,UN,0,0,0,4,1,2,2023
798d8a31-061c-44a8-9dbf-51542953d0a7,MAT-004,2023-01-13,52.22,KG,0,0,0,4,1,2,2023
3103011d-b59c-4d3d-bcc0-3e0082ecb52c,MAT-005,2023-01-13,129.87,M,0,0,0,4,1,2,2023
e90a678a-e768-4b95-bb04-8946389fc943,MAT-001,2023-01-14,42.65,KG,0,1,0,5,1,2,2023
78949c4f-3492-4390-adab-f0d9f929904e,MAT-002,2023-01-14,14.96,L,0,1,0,5,1,2,2023
fdb4d039-7a2c-4074-9d3c-b61157a2e8d9,MAT-003,2023-01-14,62.14,UN,0,1,0,5,1,2,2023
fbd7aa63-2bb3-4084-950b-df784f99f33e,MAT-004,2023-01-14,9.56,KG,0,1,0,5,1,2,2023
1abfcbba-92f9-4a87-bfc1-e2f9785a160a,MAT-005,2023-01-14,22.66,M,0,1,0,5,1,2,2023
6317e43f-0b96-49c2-96c6-9bef0afa4cf6,MAT-001,2023-01-15,52.12,KG,0,1,1,6,1,2,2023
1b867394-f1e4-4ae5-9644-cb90b8d34612,MAT-002,2023-01-15,24.78,L,0,1,1,6,1,2,2023
a0cdf161-1288-48a8-895f-a634714c0d2d,MAT-003,2023-01-15,106.85,UN,0,1,1,6,1,2,2023
5d86ee36-cb86-411f-9a30-964d5a557132,MAT-004,2023-01-15,13.38,KG,0,1,1,6,1,2,2023
b67ee877-2058-4b39-83c7-4de0e3b02b0b,MAT-005,2023-01-15,34.85,M,0,1,1,6,1,2,2023
3c7b0109-6d9b-4a2a-b6b2-b72f60a5a1cc,MAT-001,2023-01-16,194.99,KG,0,0,0,0,1,3,2023
e6bf019b-d30e-4c26-83ba-a0eb4e6240f0,MAT-002,2023-01-16,87.96,L,0,0,0,0,1,3,2023
85edc6e4-858d-4eaf-90e6-644f3736ddfd,MAT-003,2023-01-16,346.54,UN,0,0,0,0,1,3,2023
b2679a19-9c95-4eef-b40d-4eec9ebe7eb2,MAT-004,2023-01-16,47.18,KG,0,0,0,0,1,3,2023
d4539d70-57f9-45c8-ac19-31401de6b4b5,MAT-005,2023-01-16,112.7,M,0,0,0,0,1,3,2023
236c5c51-c2b7-4c1c-8bf6-b9417bc55d3e,MAT-001,2023-01-17,202.95,KG,0,0,0,1,1,3,2023
e7c5a00b-f9f6-4bbb-bcee-987c7ca383a4,MAT-002,2023-01-17,75.44,L,0,0,0,1,1,3,2023
4ae3bcdf-b54c-4be0-afa9-5a6f73f22762,MAT-003,2023-01-17,357.11,UN,0,0,0,1,1,3,2023
8aa550d4-a171-4d35-83d7-96e6d5fc547a,MAT-004,2023-01-17,54.77,KG,0,0,0,1,1,3,2023
e76d351a-6bdd-4303-a7c2-78ea3d213538,MAT-005,2023-01-17,117.1,M,0,0,0,1,1,3,2023
9052cb55-9874-47db-b0e5-db96d83260bb,MAT-001,2023-01-18,186.53,KG,0,0,0,2,1,3,2023
4d24302e-689f-4715-bd01-ea57571a1e1e,MAT-002,2023-01-18,89.55,L,0,0,0,2,1,3,2023
19a6f328-e622-451e-9821-b1766486d3d1,MAT-003,2023-01-18,350.8,UN,0,0,0,2,1,3,2023
113df2ca-d27a-4312-8d2e-a522b7ef50d6,MAT-004,2023-01-18,45.09,KG,0,0,0,2,1,3,2023
ef04be57-d2fd-4229-aa23-21323d9dbd6d,MAT-005,2023-01-18,106.96,M,0,0,0,2,1,3,2023
0da0e327-8cc3-45bb-8c3a-4c7442035460,MAT-001,2023-01-19,181.26,KG,0,0,0,3,1,3,2023
9213023b-d2a1-420f-94a0-d76a5a2f37e1,MAT-002,2023-01-19,82.45,L,0,0,0,3,1,3,2023
01584046-9dce-4494-9236-3fbaf588f61d,MAT-003,2023-01-19,374.53,UN,0,0,0,3,1,3,2023
2165e916-6695-4fb6-b6e1-14926398f185,MAT-004,2023-01-19,49.07,KG,0,0,0,3,1,3,2023
9bf735b7-0007-4515-8a50-67e9bc21a259,MAT-005,2023-01-19,107.43,M,0,0,0,3,1,3,2023
cc8de9c3-23ad-4b8b-9429-ce5c7aaeb7d7,MAT-001,2023-01-20,194.32,KG,0,0,0,4,1,3,2023
cdd394b5-c818-4c70-a7e1-b697d0d947c1,MAT-002,2023-01-20,89.53,L,0,0,0,4,1,3,2023
f2b99b69-1ca1-4f2d-9e5b-2edc02c2e337,MAT-003,2023-01-20,352.45,UN,0,0,0,4,1,3,2023
a7e2ae0e-6096-4235-b831-73cc3b8e3925,MAT-004,2023-01-20,55.65,KG,0,0,0,4,1,3,2023
2fb2c98b-89a9-40f9-9c46-e066aeb40137,MAT-005,2023-01-20,130.39,M,0,0,0,4,1,3,2023
459ab1c3-1e41-4df7-a4cb-e144b4be0d8e,MAT-001,2023-01-21,35.31,KG,0,1,0,5,1,3,2023
1442ad9f-a616-47f2-98a1-efd0f17cec3e,MAT-002,2023-01-21,16.85,L,0,1,0,5,1,3,2023
37ffeb40-1780-4147-ab6d-7a3ba946d6ea,MAT-003,2023-01-21,73.05,UN,0,1,0,5,1,3,2023
9f8a8555-5620-4e94-808e-d085a17a245a,MAT-004,2023-01-21,10.09,KG,0,1,0,5,1,3,2023
d4b44cf1-fb73-4a68-b26e-0fd0e77cf7f3,MAT-005,2023-01-21,22.66,M,0,1,0,5,1,3,2023
0556bf00-c9de-4943-8b77-847b61fc1942,MAT-001,2023-01-22,41.35,KG,0,1,0,6,1,3,2023
305166da-604a-469a-ace5-26207dcaf0cf,MAT-002,2023-01-22,14.51,L,0,1,0,6,1,3,2023
85671eec-f33b-4086-8f3a-f5126872ffa4,MAT-003,2023-01-22,68.9,UN,0,1,0,6,1,3,2023
e3bcafab-52a5-40c3-b84e-c18bfafba07c,MAT-004,2023-01-22,9.89,KG,0,1,0,6,1,3,2023
ab310243-3fd4-4dd2-9685-4ac1cd5761c3,MAT-005,2023-01-22,26.61,M,0,1,0,6,1,3,2023
4ee25b78-4eba-43ed-920b-e4d44a9276a0,MAT-001,2023-01-23,218.04,KG,0,0,0,0,1,4,2023
129af7bf-2c77-4b71-b9dd-a7c4af9343e0,MAT-002,2023-01-23,75.46,L,0,0,0,0,1,4,2023
615fa72e-d5f8-4e48-9994-6afcfa9a3f3e,MAT-003,2023-01-23,350.05,UN,0,0,0,0,1,4,2023
54fd6386-d0d0-4141-ad91-8c6e0ac2fa10,MAT-004,2023-01-23,46.14,KG,0,0,0,0,1,4,2023
19f2ee69-0c0b-422e-b1e6-c7e2fd631644,MAT-005,2023-01-23,131.88,M,0,0,0,0,1,4,2023
647dd493-8ce8-4bad-9512-4b4045479078,MAT-001,2023-01-24,217.78,KG,0,0,0,1,1,4,2023
caa0f967-92d3-4bce-85e3-0953ae9da5e8,MAT-002,2023-01-24,76.13,L,0,0,0,1,1,4,2023
fba8e4aa-b968-4a16-8aa0-d3f2938c84a1,MAT-003,2023-01-24,361.67,UN,0,0,0,1,1,4,2023
3fb2f3ba-186e-4f50-abc2-79819b4bdbc8,MAT-004,2023-01-24,51.31,KG,0,0,0,1,1,4,2023
7df07976-8154-47db-bfea-fa6e0b0e8d81,MAT-005,2023-01-24,110.0,M,0,0,0,1,1,4,2023
ecd27426-6124-4f21-bed4-2b2a52a481e7,MAT-001,2023-01-25,212.6,KG,0,0,0,2,1,4,2023
5cdc45f2-ecb9-4568-ae0e-8566d46ceccb,MAT-002,2023-01-25,80.76,L,0,0,0,2,1,4,2023
0281ff86-ff00-4860-8d95-a62488caa50a,MAT-003,2023-01-25,373.4,UN,0,0,0,2,1,4,2023
06365765-a711-4813-987a-66396adeba7a,MAT-004,2023-01-25,50.36,KG,0,0,0,2,1,4,2023
ed867228-e89d-4b73-a408-2d951c58e677,MAT-005,2023-01-25,105.62,M,0,0,0,2,1,4,2023
1d771208-02d0-4167-b8aa-1b16bd81215e,MAT-001,2023-01-26,191.56,KG,0,0,0,3,1,4,2023
4ed53c46-f5f6-494b-860b-cca6a338bc67,MAT-002,2023-01-26,70.77,L,0,0,0,3,1,4,2023
b75d8b33-98d6-49c4-abdc-0602d23f7fba,MAT-003,2023-01-26,386.04,UN,0,0,0,3,1,4,2023
c2c000ed-17a3-42df-bc5f-b90574f97c63,MAT-004,2023-01-26,54.54,KG,0,0,0,3,1,4,2023
c5af1ab3-a3da-4dba-b761-f15992f8aebb,MAT-005,2023-01-26,129.55,M,0,0,0,3,1,4,2023
57e483c1-0b64-4212-bcd5-f484b4f919f1,MAT-001,2023-01-27,190.76,KG,0,0,0,4,1,4,2023
948fae6e-6220-411c-acf8-03ac3a9d99c3,MAT-002,2023-01-27,71.51,L,0,0,0,4,1,4,2023
aca63c3b-36ef-40e4-8a4c-8d46f59cde9e,MAT-003,2023-01-27,381.75,UN,0,0,0,4,1,4,2023
3b82f271-da65-4ff8-a77b-5e06988f5dd0,MAT-004,2023-01-27,55.36,KG,0,0,0,4,1,4,2023
051cdd72-d42e-4e00-8d34-2ba75091cf23,MAT-005,2023-01-27,108.07,M,0,0,0,4,1,4,2023
e793ebba-66fa-4fac-8b9e-278cb1d38b4c,MAT-001,2023-01-28,39.87,KG,0,1,0,5,1,4,2023
d03920a2-a84d-4c5e-94f7-2b39d3af1151,MAT-002,2023-01-28,14.35,L,0,1,0,5,1,4,2023
78c57385-34b1-4531-a14c-07fed767d402,MAT-003,2023-01-28,74.38,UN,0,1,0,5,1,4,2023
77750c61-20df-4e1f-9876-884248b78b03,MAT-004,2023-01-28,10.64,KG,0,1,0,5,1,4,2023
0b5eca97-75be-40e5-85f3-a7a2dfa177ae,MAT-005,2023-01-28,21.86,M,0,1,0,5,1,4,2023
7f75a761-12c4-41f5-a88b-34647248eb28,MAT-001,2023-01-29,39.76,KG,0,1,0,6,1,4,2023
2926ed3d-537d-4b7a-af5d-13a989589cd9,MAT-002,2023-01-29,16.19,L,0,1,0,6,1,4,2023
c2e4e634-050a-4213-8b57-71af6185cf96,MAT-003,2023-01-29,66.05,UN,0,1,0,6,1,4,2023
c304c694-f2d3-481d-a3a3-6de89e6d799a,MAT-004,2023-01-29,10.89,KG,0,1,0,6,1,4,2023
375d6e40-5b8f-4606-8d94-7972b4eabcd0,MAT-005,2023-01-29,23.56,M,0,1,0,6,1,4,2023
447eb59f-fa3e-41aa-aec6-5aeacf275965,MAT-001,2023-01-30,186.17,KG,0,0,0,0,1,5,2023
c00d23aa-868a-4cf0-aa29-db20d8de738b,MAT-002,2023-01-30,80.75,L,0,0,0,0,1,5,2023
f4a68fd5-9dc0-4f9a-9cdd-28e22acc4ea8,MAT-003,2023-01-30,369.31,UN,0,0,0,0,1,5,2023
34d90221-9cd0-4011-a3a7-7fd6b5e6e6ab,MAT-004,2023-01-30,46.41,KG,0,0,0,0,1,5,2023
a35ac8a4-f5d7-49ef-bcb4-c560bd417bb8,MAT-005,2023-01-30,114.58,M,0,0,0,0,1,5,2023
7be36811-c45d-4921-8719-b9758ca6f768,MAT-001,2023-01-31,223.77,KG,0,0,0,1,1,5,2023
06887581-4507-45db-bac1-c3ab29c581d2,MAT-002,2023-01-31,82.88,L,0,0,0,1,1,5,2023
6bf40190-77b7-4ba0-8026-75fded653fe8,MAT-003,2023-01-31,344.8,UN,0,0,0,1,1,5,2023
5c348cd1-00b7-46d2-8822-9d21d67c6fab,MAT-004,2023-01-31,50.21,KG,0,0,0,1,1,5,2023
39b2572e-6271-491b-b30d-40251349927e,MAT-005,2023-01-31,109.08,M,0,0,0,1,1,5,2023
4ead39de-8b36-4c86-80ca-ba74cf41cadb,MAT-001,2023-02-01,261.5,KG,0,0,1,2,2,5,2023
71e65aef-3ff7-49aa-b7b0-cb5d5ebd1767,MAT-002,2023-02-01,107.65,L,0,0,1,2,2,5,2023
e6cb9e34-6dda-4187-99f7-c154e8a220f9,MAT-003,2023-02-01,500.39,UN,0,0,1,2,2,5,2023
f2709fcb-6299-44a3-a15c-6ce71a36a452,MAT-004,2023-02-01,65.47,KG,0,0,1,2,2,5,2023
c25c5605-c816-4a8a-b5c5-c5b55f58defa,MAT-005,2023-02-01,156.72,M,0,0,1,2,2,5,2023
1ff27c17-c0de-4e15-97f0-1ef1374aa724,MAT-001,2023-02-02,179.41,KG,0,0,0,3,2,5,2023
825f5f97-1254-45c9-ad97-b02ccc0b5369,MAT-002,2023-02-02,82.52,L,0,0,0,3,2,5,2023
a2d84228-aec0-44f1-afa1-b0ad0586dd05,MAT-003,2023-02-02,327.23,UN,0,0,0,3,2,5,2023
774f7511-9fbc-465f-9598-731584ec905e,MAT-004,2023-02-02,54.87,KG,0,0,0,3,2,5,2023
a439b783-5956-492b-8116-17125b47b550,MAT-005,2023-02-02,130.36,M,0,0,0,3,2,5,2023
c7ecacac-55e1-442a-aa2c-f60449f7f788,MAT-001,2023-02-03,179.4,KG,0,0,0,4,2,5,2023
760c6ca0-71d7-4b7e-8ea6-956310ad3ffa,MAT-002,2023-02-03,74.97,L,0,0,0,4,2,5,2023
ebf67de0-14f3-4f7e-9ad1-9708073a692d,MAT-003,2023-02-03,364.19,UN,0,0,0,4,2,5,2023
7851b6d8-66d4-4bda-9186-33cdfde4e4af,MAT-004,2023-02-03,46.57,KG,0,0,0,4,2,5,2023
38534027-5eff-443c-a010-b263152346b0,MAT-005,2023-02-03,109.41,M,0,0,0,4,2,5,2023
0c712357-59c6-425e-8a35-dc900f3292c3,MAT-001,2023-02-04,44.18,KG,0,1,0,5,2,5,2023
baa7411c-519b-4732-a4ce-2f1b270f3017,MAT-002,2023-02-04,16.27,L,0,1,0,5,2,5,2023
e65c8e65-f0d7-4bf5-b237-ebc057980145,MAT-003,2023-02-04,69.54,UN,0,1,0,5,2,5,2023
b4ec3a71-bce6-4321-bd59-271983e424c5,MAT-004,2023-02-04,10.68,KG,0,1,0,5,2,5,2023
d49150f0-f2d4-4ab6-bd7b-2f6b0d293596,MAT-005,2023-02-04,25.77,M,0,1,0,5,2,5,2023
9bcf47af-a132-414f-a43f-20abc6fbc271,MAT-001,2023-02-05,37.03,KG,0,1,0,6,2,5,2023
bab94806-cd31-44d7-94a9-2ed2830c16a3,MAT-002,2023-02-05,14.45,L,0,1,0,6,2,5,2023
4ae906f3-71c0-40f5-bfed-e2705456349f,MAT-003,2023-02-05,68.84,UN,0,1,0,6,2,5,2023
523454f5-646d-411e-a49b-48ac759e3a4c,MAT-004,2023-02-05,9.82,KG,0,1,0,6,2,5,2023
47088a7e-6524-4af7-b552-24edfd8a39f6,MAT-005,2023-02-05,23.81,M,0,1,0,6,2,5,2023
9d7cefdb-4202-48e0-a5f7-c6e3e8ba9b03,MAT-001,2023-02-06,211.0,KG,0,0,0,0,2,6,2023
1fdcedb5-4d4a-49e6-b308-f8dd6625585e,MAT-002,2023-02-06,83.33,L,0,0,0,0,2,6,2023
342fa51e-bafb-444d-8992-cf133dfbbedf,MAT-003,2023-02-06,390.67,UN,0,0,0,0,2,6,2023
18c542f8-363f-45d7-a0a5-6d72b8dbfdd5,MAT-004,2023-02-06,45.18,KG,0,0,0,0,2,6,2023
9672101f-2199-4973-a9a6-8393a6a3aa79,MAT-005,2023-02-06,117.2,M,0,0,0,0,2,6,2023
6fd3f83e-6f86-4277-b0a7-b3d457391a5c,MAT-001,2023-02-07,192.29,KG,0,0,0,1,2,6,2023
9887b9b9-53ea-450a-ac38-1cfb6558164b,MAT-002,2023-02-07,86.94,L,0,0,0,1,2,6,2023
28be931c-576c-40b4-8c8e-5a354736b80e,MAT-003,2023-02-07,328.89,UN,0,0,0,1,2,6,2023
797caa48-8717-4f7d-b905-f3aa19f1ba7c,MAT-004,2023-02-07,46.28,KG,0,0,0,1,2,6,2023
4f6b2e7f-0612-4365-a3bd-11da994df714,MAT-005,2023-02-07,118.52,M,0,0,0,1,2,6,2023
963325d0-57b3-4285-b735-987113f51cbb,MAT-001,2023-02-08,196.25,KG,0,0,0,2,2,6,2023
f145c35e-4859-4bdf-9b55-e4924985f511,MAT-002,2023-02-08,75.75,L,0,0,0,2,2,6,2023
9a4a1d43-ab3d-4680-b43d-f182e0d671a9,MAT-003,2023-02-08,328.98,UN,0,0,0,2,2,6,2023
b3a254dd-4bc8-4116-a18a-8fa9fbb8aca5,MAT-004,2023-02-08,55.08,KG,0,0,0,2,2,6,2023
f7186a98-2a18-4d63-8cea-6e608986bb9e,MAT-005,2023-02-08,118.36,M,0,0,0,2,2,6,2023
a4568291-69c9-4469-967d-a31f827ff933,MAT-001,2023-02-09,217.34,KG,0,0,0,3,2,6,2023
d897c5dc-6640-404b-a522-b76f4ba41bea,MAT-002,2023-02-09,80.97,L,0,0,0,3,2,6,2023
10548b51-37a7-4ae2-b0fe-573ae70eb6d0,MAT-003,2023-02-09,312.25,UN,0,0,0,3,2,6,2023
c8af3156-fa20-4cc7-b59c-fc5778d1c479,MAT-004,2023-02-09,55.99,KG,0,0,0,3,2,6,2023
ffce7f82-9a66-44cc-bf70-69003c31faaa,MAT-005,2023-02-09,129.68,M,0,0,0,3,2,6,2023
346701f2-81e8-4f67-be39-931a86eb9bbd,MAT-001,2023-02-10,222.51,KG,0,0,0,4,2,6,2023
de6df263-461a-4b29-b488-c6bbe98a58db,MAT-002,2023-02-10,88.19,L,0,0,0,4,2,6,2023
ac041a3d-bd8e-4e74-b21c-d06aaf432eb3,MAT-003,2023-02-10,379.29,UN,0,0,0,4,2,6,2023
f6071d5c-e4c0-4b41-865b-c61c3d7d1901,MAT-004,2023-02-10,46.0,KG,0,0,0,4,2,6,2023
2863244a-1223-4ac4-b3d4-509a3b7b9f95,MAT-005,2023-02-10,119.59,M,0,0,0,4,2,6,2023
1d638046-5bb8-40e6-b2b0-0989a9ea73b2,MAT-001,2023-02-11,37.25,KG,0,1,0,5,2,6,2023
cea34d4c-79e0-42a7-834a-f317e2fb8f68,MAT-002,2023-02-11,15.62,L,0,1,0,5,2,6,2023
2dc52fa5-daf0-43d7-a60f-f52a9c3cedf7,MAT-003,2023-02-11,62.59,UN,0,1,0,5,2,6,2023
be58deae-4d93-4d9c-a2a8-3f9e5442c7cf,MAT-004,2023-02-11,9.71,KG,0,1,0,5,2,6,2023
2657d641-c895-46b1-aeda-a73ffde3c84e,MAT-005,2023-02-11,26.8,M,0,1,0,5,2,6,2023
c44be6e6-ac28-4387-a664-84172b899d4e,MAT-001,2023-02-12,37.75,KG,0,1,0,6,2,6,2023
278f8249-d8b5-4d9b-b154-1be2b6773d37,MAT-002,2023-02-12,17.09,L,0,1,0,6,2,6,2023
a3c83fb6-8992-4224-ab56-fee01d3cf7ff,MAT-003,2023-02-12,69.24,UN,0,1,0,6,2,6,2023
7c729824-c2c8-44c5-ae47-8f899333f803,MAT-004,2023-02-12,9.82,KG,0,1,0,6,2,6,2023
9c089ca2-92c9-47fc-8d03-f0512329fedf,MAT-005,2023-02-12,26.63,M,0,1,0,6,2,6,2023
12e365a4-a98c-4b4d-b9ec-2e299dd6ae76,MAT-001,2023-02-13,223.78,KG,0,0,0,0,2,7,2023
a050d9c3-bf31-445a-bd66-751e8f446897,MAT-002,2023-02-13,81.07,L,0,0,0,0,2,7,2023
00bc1ed8-c978-4d8f-9e59-e4b129882a49,MAT-003,2023-02-13,368.35,UN,0,0,0,0,2,7,2023
9095ac35-c754-4616-a3ce-f8de8cb8bd8f,MAT-004,2023-02-13,45.86,KG,0,0,0,0,2,7,2023
6cc9579d-bd9b-48d1-ac23-f2224d675086,MAT-005,2023-02-13,114.15,M,0,0,0,0,2,7,2023
f682b622-2f8d-40b5-a7c1-33b82f7cae3f,MAT-001,2023-02-14,222.5,KG,0,0,0,1,2,7,2023
c40f34ee-d4ef-455b-af27-7496be78de9d,MAT-002,2023-02-14,81.52,L,0,0,0,1,2,7,2023
ab64ed10-189b-4125-adee-3e0a2499ec1d,MAT-003,2023-02-14,353.54,UN,0,0,0,1,2,7,2023
0c3f1579-6d74-495c-ba4f-f962786bf52c,MAT-004,2023-02-14,52.98,KG,0,0,0,1,2,7,2023
